!,š,100v.5.8
k%ccoy,ħškkos,99r.9.1
k%o8,ħšob,106v.22.1
k+Coy,ħšθos,68r2.1.1
k+o e 1om,ħšo m šoŋg,35v.9.3
k+oe,ħšom,20v.5.1
k1 289,ħš šbi,72v3.outer_ring.29
k1(,ħši,28v.2.6
k179,ħšfi,84r.21.2
k179,ħšfi,86v4.2nd_ring.22
k179,ħšfi,86v3.center_5.8
k179,ħšfi,113v.15.6
k17Am,ħšfk'ŋg,rose.neast_ring.12
k17am,ħšfuŋg,34v.4.1
k17oe,ħšfom,78r.15.5
k189,ħšbi,33v.5.1
k189,ħšbi,41r.5.6
k189,ħšbi,50r.4.1
k189,ħšbi,80v.9.1
k189,ħšbi,80v.39.9
k189,ħšbi,95r1.9.1
k189,ħšbi,104v.15.9
k189,ħšbi,105v.37.8
k189,ħšbi,115r.22.3
k189s,ħšbil,106v.11.1
k18am,ħšbuŋg,95v1.12.9
k18ay,ħšbus,114r.35.11
k18ayoe,ħšbusom,82v.21.6
k18oy,ħšbos,95r1.6.1
k18oy,ħšbos,115v.11.1
k19,ħši,4r.9.3
k19,ħši,8v.14.8
k19,ħši,11v.3.4
k19,ħši,19r.1.5
k19,ħši,19r.2.4
k19,ħši,19r.5.2
k19,ħši,22v.1.4
k19,ħši,30r.1.6
k19,ħši,32r.1.6
k19,ħši,44v.4.8
k19,ħši,50v.1.1
k19,ħši,53r.7.4
k19,ħši,58r.7.10
k19,ħši,70v2.outer_ring.5
k19,ħši,76v.30.5
k19,ħši,102r2.10.2
k19,ħši,115v.41.7
k19 h9,ħši ci,14r.12.5
k19h19,ħšicši,19r.9.5
k19j1o79,ħšihšofi,40v.9.1
k1A,ħšk',32v.2.6
k1C9,ħšθi,35r.5.3
k1C9,ħšθi,35v.6.2
k1C9,ħšθi,56v.8.4
k1C9,ħšθi,77v.37.1
k1C9,ħšθi,86v3.west_4.7
k1D,ħštˤg,42v.10.8
k1K9 eop,ħšji mon,80v.33.7
k1ae,ħšum,78r.26.5
k1ae,ħšum,82v.24.1
k1aeo89,ħšumobi,6v.14.4
k1am,ħšuŋg,44v.7.2
k1an,ħšurg,56v.11.5
k1ap,ħšun,52r.7.5
k1ay,ħšus,24v.5.3
k1ay,ħšus,80v.40.6
k1ay,ħšus,108v.24.10
k1c7,ħškf,111r.22.3
k1c79,ħškfi,39r.4.1
k1c79,ħškfi,40v.10.2
k1c79,ħškfi,76v.10.6
k1c79,ħškfi,86v6.24.11
k1c79,ħškfi,86v3.south_3.1
k1c79,ħškfi,95v1.4.1
k1c79,ħškfi,112v.45.5
k1c89,ħškbi,26v.8.1
k1c89,ħškbi,39r.9.1
k1c89,ħškbi,66v.2.2
k1c89,ħškbi,68v3.1.1
k1c89,ħškbi,75r.28.1
k1c89,ħškbi,76v.15.1
k1c89,ħškbi,76v.30.1
k1c89,ħškbi,78r.2.4
k1c89,ħškbi,80r.3.1
k1c89,ħškbi,83r.1.1
k1c89,ħškbi,83r.16.1
k1c89,ħškbi,83r.23.1
k1c89,ħškbi,85r1.5.1
k1c89,ħškbi,85r2.quad_3_3.3
k1c89,ħškbi,86v3.north_1.1
k1c89,ħškbi,94r.1.1
k1c89,ħškbi,104v.41.1
k1c89,ħškbi,106r.15.4
k1c89,ħškbi,108r.37.1
k1c89,ħškbi,112r.11.1
k1c89,ħškbi,113r.50.1
k1c89,ħškbi,114v.11.1
k1c89,ħškbi,114v.28.1
k1c89,ħškbi,115r.10.1
k1c89,ħškbi,115r.13.1
k1c89,ħškbi,115v.25.8
k1c8Ay,ħškbk's,55r.7.1
k1c8ae,ħškbum,103v.15.1
k1c8am,ħškbuŋg,114r.24.1
k1c8ay,ħškbus,77v.5.1
k1c8ay 19,ħškbus ši,105r.11.4
k1c8az,ħškburs,114r.22.1
k1c8c,ħškbk,112v.36.1
k1c8oe,ħškbom,114r.1.1
k1c8oy,ħškbos,112v.32.1
k1c8oy,ħškbos,115v.1.1
k1c9,ħški,1r.15.2
k1c9,ħški,11v.4.7
k1c9,ħški,19v.8.2
k1c9,ħški,20r.13.4
k1c9,ħški,36v.1.4
k1c9,ħški,41v.3.2
k1c9,ħški,42v.2.2
k1c9,ħški,46r.10.1
k1c9,ħški,80r.40.7
k1c9,ħški,80v.7.2
k1c9,ħški,86v4.3rd_ring.1
k1c9,ħški,86v5.29.6
k1c9,ħški,86v3.south_3.3
k1c9,ħški,101r1-r2.3.22
k1c9,ħški,103r.16.10
k1c9,ħški,103r.27.10
k1c9,ħški,104v.23.1
k1c9,ħški,113r.27.9
k1c9,ħški,113r.40.11
k1c91c89,ħškiškbi,32r.6.2
k1can,ħškurg,35v.14.1
k1cc89,ħškkbi,107r.20.2
k1cc9,ħškki,7v.5.4
k1ccj1c9,ħškkhški,113v.18.4
k1ccos,ħškkol,69r.1.1
k1chc1c9,ħškckški,68v3.spiral_8.5
k1co,ħško,34r.10.1
k1co,ħško,66r.26.1
k1co,ħško,93r.17.1
k1co,ħško,106r.37.2
k1co,ħško,115r.14.9
k1co 8e,ħško bm,115r.42.1
k1co29,ħškoši,26r.9.1
k1co7ay,ħškofus,106v.40.11
k1co8,ħškob,86v3.west_3.1
k1co89,ħškobi,51r.5.1
k1co89,ħškobi,58v.36.1
k1co89,ħškobi,86v3.west_5.3
k1co89,ħškobi,90v2.5.1
k1co89,ħškobi,113r.27.8
k1co89,ħškobi,115v.13.4
k1co8ae,ħškobum,20r.3.7
k1co8am,ħškobuŋg,114r.32.1
k1co9hay,ħškoicus,106v.15.1
k1coe,ħškom,49r.13.3
k1coe,ħškom,80v.6.1
k1coe,ħškom,82r.12.1
k1coe,ħškom,89r1.6.1
k1coe,ħškom,107r.20.1
k1coe 19,ħškom ši,113v.6.1
k1cohA,ħškock',106r.27.1
k1cos,ħškol,58r.21.1
k1cos,ħškol,68r2.3.1
k1coy,ħškos,15r.12.3
k1coy,ħškos,58v.31.1
k1coy,ħškos,113r.42.7
k1coy,ħškos,115r.8.1
k1coy 3o,ħškos šo,106r.34.1
k1ham,ħšcuŋg,40v.10.1
k1k1oh1oe,ħšħšocšom,45v.7.1
k1k9,ħšħi,8r.2.1
k1ko8,ħšħob,13v.9.1
k1o,ħšo,21v.3.4
k1o,ħšo,30v.7.4
k1o,ħšo,55r.6.1
k1o,ħšo,77v.24.1
k1o ayAy 29,ħšo usk's ši,113r.48.1
k1o k19,ħšo ħši,47v.10.4
k1o7 am,ħšof uŋg,106r.37.1
k1o8,ħšob,47r.8.4
k1o8,ħšob,66v.6.1
k1o8 an,ħšob urg,50v.2.1
k1o89,ħšobi,6v.6.1
k1o89,ħšobi,7v.1.3
k1o89,ħšobi,11r.1.7
k1o89,ħšobi,51v.3.1
k1o89,ħšobi,52r.3.4
k1o89,ħšobi,90v2.3.10
k1o89,ħšobi,95v1.3.1
k1o89 jo8ay,ħšobi hobus,95v2.1.1
k1o8am,ħšobuŋg,51r.11.1
k1o8am,ħšobuŋg,93v.7.5
k1o8ay,ħšobus,24v.1.1
k1o8ay,ħšobus,28r.3.7
k1o8azos,ħšobursol,113r.45.1
k1o8es,ħšobml,104v.8.1
k1o8oe,ħšobom,89r2.2.11
k1oay,ħšous,113r.22.1
k1ocg,ħšokh,8r.8.1
k1oe,ħšom,9r.7.4
k1oe,ħšom,11r.5.1
k1oe,ħšom,17v.5.4
k1oe,ħšom,21r.11.4
k1oe,ħšom,21v.2.7
k1oe,ħšom,22v.9.4
k1oe,ħšom,45r.8.1
k1oe,ħšom,47r.10.7
k1oe,ħšom,49v.14.4
k1oe,ħšom,49v.15.6
k1oe,ħšom,58v.11.1
k1oe,ħšom,73v.3rd_ring.8
k1oe,ħšom,86v3.west_1.1
k1oe,ħšom,113r.27.1
k1oe9,ħšomi,58v.9.4
k1oekam,ħšomħuŋg,105v.23.1
k1oeoe,ħšomom,45r.6.5
k1oes,ħšoml,27r.6.2
k1oes,ħšoml,72v2.outer_ring.10
k1oh9,ħšoci,56r.9.1
k1oh9,ħšoci,103r.24.1
k1oh98,ħšocib,16r.12.5
k1ohc89,ħšockbi,108r.5.1
k1ok1c9,ħšoħški,49v.16.2
k1ok1oe,ħšoħšom,56r.15.1
k1ok1oy,ħšoħšos,35v.7.1
k1ok2c9,ħšoħški,52r.3.1
k1os,ħšol,87r.3.1
k1os,ħšol,90v2.4.1
k1os,ħšol,93r.26.2
k1osos,ħšolol,115v.8.1
k1oy,ħšos,3v.7.1
k1oy,ħšos,3v.11.4
k1oy,ħšos,3v.12.4
k1oy,ħšos,6r.10.1
k1oy,ħšos,13r.6.1
k1oy,ħšos,16r.5.1
k1oy,ħšos,18r.5.1
k1oy,ħšos,35r.7.2
k1oy,ħšos,35v.8.2
k1oy,ħšos,36v.5.1
k1oy,ħšos,52v.4.1
k1oy,ħšos,57v.3rd_ring.22
k1oy,ħšos,77v.30.1
k1oy,ħšos,93r.19.1
k1oy,ħšos,94v.5.7
k1oy,ħšos,95r1.9.2
k1oy,ħšos,102v2.15.1
k1oy,ħšos,112v.11.1
k1o°,ħšon,17r.4.1
k1oý,ħšo?,42v.1.1
k2,ħš,42r.16.4
k279,ħšfi,86v6.40.4
k279,ħšfi,103r.13.10
k27ae,ħšfum,95v1.6.1
k285c9,ħšbški,86v3.center_1.1
k289,ħšbi,33v.7.1
k289,ħšbi,46r.9.1
k289,ħšbi,rose.seast_center_12.4
k28ay,ħšbus,33r.1.1
k28oe,ħšbom,104r.12.1
k29,ħši,5r.5.1
k29,ħši,11r.2.3
k29,ħši,13r.5.3
k29,ħši,44v.10.3
k2C8,ħšθb,85r1.9.1
k2C9,ħšθi,111v.27.3
k2ae(,ħšumi,58r.40.4
k2am,ħšuŋg,21r.9.3
k2c79,ħškfi,86v6.28.10
k2c79,ħškfi,94v.1.1
k2c7ay,ħškfus,46r.4.1
k2c8,ħškb,43r.13.1
k2c8(,ħškbi,107v.11.1
k2c8(,ħškbi,115v.21.1
k2c89,ħškbi,77v.22.1
k2c89,ħškbi,79r.23.10
k2c89,ħškbi,80v.2.1
k2c89,ħškbi,80v.14.1
k2c89,ħškbi,113r.37.1
k2c8ae,ħškbum,86v3.east_1.1
k2c8an,ħškburg,114v.20.1
k2c8ay,ħškbus,104r.22.1
k2c8h9,ħškbci,108v.12.1
k2c9,ħški,79r.11.3
k2c9,ħški,82r.25.1
k2c9,ħški,95v1.9.1
k2c9,ħški,114v.36.1
k2co8ae,ħškobum,57r.6.1
k2co8ae,ħškobum,90v1.7.1
k2co8ay,ħškobus,114v.14.1
k2co8e,ħškobm,104r.43.1
k2coayop,ħškouson,3r.15.1
k2cos,ħškol,3r.1.1
k2o,ħšo,21v.6.2
k2o,ħšo,28v.7.4
k2o,ħšo,44v.1.1
k2o7am,ħšofuŋg,106v.9.1
k2o8,ħšob,95r2.5.1
k2o8 az,ħšob urs,106r.22.1
k2o8ccs9,ħšobkkli,1r.19.5
k2o8g9,ħšobhi,44r.1.1
k2o8o89,ħšobobi,7v.1.7
k2oay,ħšous,106v.5.1
k2oe,ħšom,11r.1.1
k2oe,ħšom,23r.6.1
k2oe,ħšom,23v.6.1
k2oe,ħšom,50r.3.1
k2oe69,ħšombi,99r.labels_jars.3
k2oe819,ħšombši,51r.1.1
k2oeoe,ħšomom,45v.10.4
k2oh9,ħšoci,93v.5.1
k2ohco89,ħšockobi,31r.6.1
k2oy,ħšos,15r.1.1
k2oy,ħšos,90v1.2.1
k2oy,ħšos,95v1.2.2
k2oy 3c9,ħšos ški,53v.1.1
k389,ħšbi,48r.4.8
k3ay,ħšus,115v.37.1
k3c8,ħškb,86v6.30.2
k3c89,ħškbi,113v.36.5
k3c9,ħški,79v.22.1
k3c9,ħški,108r.12.1
k3co89,ħškobi,53v.8.3
k3o,ħšo,17r.6.1
k3o,ħšo,113v.36.8
k3oe,ħšom,99r.1.5
k3om,ħšoŋg,28v.4.1
k59,ħši,86v6.22.2
k5c8,ħškb,rose.west_ring.22
k5c8Ay,ħškbk's,78r.1.1
k5c9,ħški,70r1.3rd_ring.1
k5c9,ħški,103r.42.1
k5co89,ħškobi,44v.8.1
k5cohC89,ħškocθbi,76v.16.7
k79,ħfi,78r.15.6
k7an,ħfurg,85r1.12.1
k7an,ħfurg,89r1.5.1
k8am,ħbuŋg,19r.3.3
k8ap,ħbun,85r1.5.10
k8oe,ħbom,105v.29.1
k8oh1F9,ħbocšti,52r.1.1
k9,ħi,7v.3.6
k9,ħi,14v.2.7
k9,ħi,14v.6.2
k9,ħi,16v.9.7
k9,ħi,21r.10.6
k9,ħi,29r.2.10
k9,ħi,43r.11.2
k9,ħi,45r.5.5
k9,ħi,48v.4.5
k9,ħi,75v.9.11
k9,ħi,80r.28.4
k98eo,ħibmo,9r.1.1
k9g1c9,ħihški,58r.16.1
kAc8am,ħk'kbuŋg,67v2.outer_ring_north_2.2
kAe,ħk'm,80v.11.1
kAe,ħk'm,107v.36.1
kAe9,ħk'mi,99v.2.7
kAeh2c(,ħk'mcški,104v.15.1
kAehAe,ħk'mck'm,107v.16.8
kAh9,ħk'ci,94v.7.1
kAx,ħk's,9v.9.3
kAy,ħk's,55v.8.1
kAy,ħk's,80v.21.1
kAy,ħk's,86v5.8.6
kAyam,ħk'suŋg,40v.4.1
kAyay,ħk'sus,85r1.3.1
kC(,ħθi,112r.45.4
kC7(,ħθfi,105r.4.11
kC79,ħθfi,111r.6.9
kC79,ħθfi,111r.34.12
kC8,ħθb,111r.45.4
kC89,ħθbi,48v.1.9
kC89,ħθbi,76v.22.6
kC89,ħθbi,79v.29.3
kC89,ħθbi,94v.2.2
kC89,ħθbi,111r.20.7
kC8ae,ħθbum,112v.37.1
kC8ay,ħθbus,105r.20.13
kC8ay,ħθbus,108v.50.4
kC8ayap,ħθbusun,104r.2.13
kC9,ħθi,29r.5.5
kC9,ħθi,72v3.outer_ring.28
kC9,ħθi,72v2.outer_ring.27
kC9,ħθi,76r.9.7
kC9,ħθi,76v.36.3
kC9,ħθi,79r.4.1
kC9,ħθi,79v.15.7
kC9,ħθi,79v.18.4
kC9,ħθi,79v.33.5
kC9,ħθi,105r.30.8
kC9,ħθi,111r.9.11
kC9,ħθi,111r.13.12
kC9,ħθi,111r.18.7
kC9,ħθi,111r.44.8
kC9,ħθi,112r.17.10
kC9,ħθi,114v.30.9
kC9,ħθi,116r.43.5
kC9s,ħθil,93r.24.3
kCA s,ħθk' l,90v2.8.1
kCay,ħθus,113v.38.8
kCo,ħθo,113v.49.2
kCo 8an,ħθo burg,111v.44.2
kCo ay,ħθo us,113v.31.3
kCoe,ħθom,78v.25.1
kCoe,ħθom,103v.14.1
kCoean,ħθomurg,77r.29.1
kCos,ħθol,68v1.2nd_ring.27
kCos,ħθol,86v3.east_5.1
kCoy,ħθos,72v3.3rd_ring.4
kCs,ħθl,78r.33.9
kEo,ħʃo,28v.7.7
kIn,ħŋrg,80r.39.1
kU9,ħti,57r.10.8
ka*,ħun,34r.8.8
ka89,ħubi,94v.6.9
ka9,ħui,107v.32.1
kaM,ħurŋg,77v.3.7
kaN,ħug,108v.28.12
kaP,ħurn,112r.4.6
kaQcm,ħunkŋg,58r.24.1
kae,ħum,58r.2.6
kae,ħum,58r.10.1
kae,ħum,58r.27.6
kae,ħum,58v.13.8
kae,ħum,70r2.4.7
kae,ħum,70r2.5.1
kae,ħum,70r2.7.4
kae,ħum,77r.38.3
kae,ħum,79r.20.7
kae,ħum,79v.29.8
kae,ħum,80v.9.4
kae,ħum,80v.9.5
kae,ħum,80v.16.11
kae,ħum,80v.25.7
kae,ħum,83r.15.5
kae,ħum,83v.27.5
kae,ħum,84v.17.7
kae,ħum,86v6.36.5
kae,ħum,86v5.2.9
kae,ħum,86v5.29.8
kae ay,ħum us,58v.14.9
kae1os,ħumšol,58v.15.8
kae289,ħumšbi,106v.6.8
kae7aY,ħumfus,58v.16.8
kae89,ħumbi,67r1.center.16
kae9,ħumi,78r.26.9
kaeap,ħumun,55v.5.8
kaehc189,ħumckšbi,103r.8.12
kaehe,ħumcm,80r.41.1
kaeo89,ħumobi,55v.8.7
kaeoe,ħumom,111v.34.5
kaeoy,ħumos,76r.28.7
kaie,ħurm,105v.14.7
kaih9,ħurci,86v6.5.11
kaij1y,ħurhšs,50r.8.7
kain,ħurrg,105v.35.4
kaiy,ħurs,57r.8.1
kam,ħuŋg,6r.14.2
kam,ħuŋg,9v.4.2
kam,ħuŋg,10r.6.8
kam,ħuŋg,29v.3.7
kam,ħuŋg,33r.4.1
kam,ħuŋg,35r.3.4
kam,ħuŋg,35r.12.5
kam,ħuŋg,35r.13.7
kam,ħuŋg,40r.9.1
kam,ħuŋg,42v.1.4
kam,ħuŋg,42v.12.7
kam,ħuŋg,48v.5.3
kam,ħuŋg,51r.5.5
kam,ħuŋg,58r.31.2
kam,ħuŋg,58v.8.1
kam,ħuŋg,58v.18.1
kam,ħuŋg,76v.32.7
kam,ħuŋg,80v.26.4
kam,ħuŋg,81r.28.5
kam,ħuŋg,86v6.16.1
kam,ħuŋg,86v6.43.7
kam,ħuŋg,86v5.17.4
kam,ħuŋg,86v3.north_3.1
kam,ħuŋg,89r1.12.1
kam,ħuŋg,95v1.9.2
kam,ħuŋg,104r.22.11
kam,ħuŋg,104r.32.6
kam,ħuŋg,104r.34.10
kam,ħuŋg,105v.30.8
kam,ħuŋg,106r.43.9
kam,ħuŋg,107r.43.8
kam,ħuŋg,107r.46.9
kam,ħuŋg,107v.7.1
kam,ħuŋg,107v.21.1
kam,ħuŋg,108r.10.1
kam,ħuŋg,112r.7.1
kam,ħuŋg,113r.29.8
kam,ħuŋg,114r.23.4
kam,ħuŋg,115v.34.1
kam 8ay,ħuŋg bus,105r.1.1
kan,ħurg,76v.32.1
kan,ħurg,77r.39.6
kan,ħurg,79v.22.5
kan,ħurg,80r.26.3
kan,ħurg,83r.bottom_left_10.3
kan,ħurg,103v.46.1
kan,ħurg,111v.19.3
kan,ħurg,111v.32.3
kan,ħurg,111v.48.5
kanay9,ħurgusi,114v.27.9
kap,ħun,47r.8.9
kap,ħun,54v.14.3
kap,ħun,86v3.center_7.9
kap,ħun,94v.3.9
kay,ħus,6r.5.1
kay,ħus,33v.11.1
kay,ħus,35v.14.3
kay,ħus,39v.9.1
kay,ħus,39v.14.1
kay,ħus,46v.4.7
kay,ħus,54v.14.1
kay,ħus,58v.14.10
kay,ħus,58v.25.9
kay,ħus,70v1.2nd_ring.10
kay,ħus,79v.26.6
kay,ħus,80r.13.10
kay,ħus,80v.41.1
kay,ħus,81v.26.3
kay,ħus,83r.13.2
kay,ħus,84r.12.2
kay,ħus,85r1.22.2
kay,ħus,86v4.2.2
kay,ħus,86v6.5.1
kay,ħus,86v6.21.5
kay,ħus,86v6.21.9
kay,ħus,86v5.29.9
kay,ħus,95r1.9.4
kay,ħus,95v2.5.1
kay,ħus,95v1.7.5
kay,ħus,103v.21.7
kay,ħus,106v.26.1
kay,ħus,107r.18.3
kay,ħus,107r.50.12
kay,ħus,107v.27.7
kay,ħus,108v.41.9
kay,ħus,111r.15.12
kay,ħus,111v.13.11
kay,ħus,111v.32.1
kay,ħus,112r.30.1
kay,ħus,112v.31.1
kay,ħus,113r.30.8
kay,ħus,114v.37.9
kay aZ 1ay,ħus uŋs šus,46v.6.1
kay ap,ħus un,113r.40.12
kay ay an,ħus us urg,94v.10.6
kay az,ħus urs,107r.1.7
kay az 9,ħus urs i,107v.15.9
kay oe,ħus om,111v.34.6
kay1cc*,ħusškkn,86v5.8.11
kay1oy,ħusšos,43v.10.1
kay2oy,ħusšos,107r.8.1
kay9,ħusi,78r.24.3
kayae,ħusum,75v.7.12
kayae,ħusum,86v5.11.1
kayay,ħusus,33v.1.1
kayay,ħusus,113r.40.1
kayo8am,ħusobuŋg,43r.1.1
kayoe,ħusom,113v.21.5
kayoy,ħusos,107r.21.1
kaz,ħurs,50v.5.2
kaz,ħurs,58v.2.4
kaz,ħurs,86v5.12.6
kaz,ħurs,104r.2.9
kaz,ħurs,105r.30.9
kaz,ħurs,105v.33.2
kaz,ħurs,107r.39.1
kaz,ħurs,111r.54.1
kaz,ħurs,111v.18.1
kaz,ħurs,111v.25.1
kaz,ħurs,113v.47.3
kazooy,ħursoos,86v6.22.7
kaä9,ħu?i,86v6.22.9
kc,ħk,9v.5.6
kc19,ħkši,46r.12.1
kc1c89,ħkškbi,83r.31.1
kc1c89,ħkškbi,111r.38.5
kc1oe,ħkšom,87v.9.1
kc61co,ħkbško,114v.6.1
kc69,ħkbi,43v.3.2
kc79,ħkfi,34v.10.3
kc79,ħkfi,39r.13.9
kc79,ħkfi,57r.7.7
kc79,ħkfi,75v.7.9
kc79,ħkfi,75v.7.11
kc79,ħkfi,78r.8.6
kc79,ħkfi,78r.28.9
kc79,ħkfi,83v.18.5
kc79,ħkfi,84r.20.9
kc79,ħkfi,84r.21.3
kc79,ħkfi,84r.21.8
kc79,ħkfi,85r1.5.9
kc79,ħkfi,86v3.center_7.3
kc79,ħkfi,107r.5.2
kc79,ħkfi,111v.13.10
kc79,ħkfi,113r.45.11
kc79,ħkfi,114r.43.7
kc79 hay,ħkfi cus,43r.4.4
kc79ham,ħkficuŋg,95r2.8.1
kc79oe,ħkfiom,79v.8.4
kc7aiy,ħkfurs,85r1.24.1
kc7am,ħkfuŋg,107v.5.7
kc7an,ħkfurg,48r.2.8
kc7an,ħkfurg,94v.5.1
kc7ay,ħkfus,57v.3rd_ring.24
kc7o128,ħkfoššb,39r.1.1
kc8,ħkb,95r2.7.9
kc8,ħkb,105r.36.6
kc89,ħkbi,43v.7.5
kc89,ħkbi,43v.13.2
kc89,ħkbi,46r.6.1
kc89,ħkbi,48v.2.2
kc89,ħkbi,77r.5.5
kc89,ħkbi,78r.10.7
kc89,ħkbi,78v.15.8
kc89,ħkbi,79v.30.6
kc89,ħkbi,81r.12.2
kc89,ħkbi,81v.27.4
kc89,ħkbi,82r.14.1
kc89,ħkbi,82v.11.6
kc89,ħkbi,84r.5.5
kc89,ħkbi,84r.20.3
kc89,ħkbi,84v.20.2
kc89,ħkbi,84v.30.6
kc89,ħkbi,85r2.quad_4_2.3
kc89,ħkbi,103v.15.9
kc89,ħkbi,108v.17.6
kc89,ħkbi,115v.7.2
kc8Ae,ħkbk'm,77v.11.1
kc8a*,ħkbun,111r.14.8
kc8aiy,ħkburs,114r.28.10
kc8am,ħkbuŋg,50v.7.1
kc8am,ħkbuŋg,114v.11.5
kc8an,ħkburg,111r.48.3
kc8an,ħkburg,112r.25.1
kc8ap,ħkbun,108r.17.10
kc8ap,ħkbun,108v.12.12
kc8ay,ħkbus,75v.pond_text_6.3
kc8o,ħkbo,108r.39.3
kc9,ħki,7v.8.4
kc9,ħki,20v.7.6
kc9,ħki,38v.6.4
kc9,ħki,69r.2.6
kc9,ħki,72r2.outer_ring.14
kc9,ħki,72r2.3rd_ring.2
kc9,ħki,86v6.35.8
kc9,ħki,86v5.34.3
kc9,ħki,104r.16.9
kc9,ħki,111r.16.7
kc9,ħki,116r.13.3
kc9 4ohc79,ħki ñockfi,84r.5.11
kc9kc*,ħkiħkn,76v.5.10
kcam,ħkuŋg,42v.11.8
kcay,ħkus,68r1.moon.4
kcay,ħkus,72v1.3rd_ring.21
kcay,ħkus,111r.32.5
kcc79,ħkkfi,77v.3.9
kcc79,ħkkfi,108r.29.5
kcc79,ħkkfi,112r.9.7
kcc7ae,ħkkfum,94v.2.6
kcc889,ħkkbbi,48v.4.2
kcc89,ħkkbi,84r.27.5
kcc89,ħkkbi,111v.42.10
kcc89,ħkkbi,112r.23.5
kcc89,ħkkbi,114r.40.5
kcc8ap,ħkkbun,84v.10.9
kcc8Á,ħkkbug,108v.16.11
kcc9,ħkki,49r.5.4
kcc9,ħkki,70v2.3rd_ring.15
kcc9,ħkki,71v.outer_ring.11
kcc9,ħkki,111r.21.4
kcco89,ħkkobi,68v2.1.1
kcco89,ħkkobi,86v3.south_7.2
kcco89,ħkkobi,107r.4.1
kcco89,ħkkobi,108v.12.5
kcco8aN,ħkkobug,8r.9.3
kcco8am,ħkkobuŋg,67r1.1.1
kcco8am,ħkkobuŋg,115v.32.9
kccoe,ħkkom,82v.5.7
kccoe,ħkkom,101r1-r2.6.13
kccoy,ħkkos,17v.2.2
kccoy,ħkkos,30r.2.5
kccoy,ħkkos,105r.12.9
kccso89,ħkklobi,102r1.9.1
kce,ħkm,71v.3rd_ring.13
kcm,ħkŋg,107v.10.6
kco,ħko,111r.34.1
kco 7ae,ħko fum,72r2.3rd_ring.3
kco 89,ħko bi,111v.34.3
kco e,ħko m,105r.20.4
kco oy,ħko os,rose.seast_center_5.2
kco7ay,ħkofus,57v.4th_ring.29
kco7ham,ħkofcuŋg,86v5.22.7
kco8(,ħkobi,1r.8.7
kco89,ħkobi,72v3.outer_ring.19
kco89,ħkobi,86v5.13.6
kco89,ħkobi,86v5.32.11
kco89,ħkobi,102v1.3.1
kco89,ħkobi,113v.7.2
kco89,ħkobi,116r.7.3
kco89kc9kay,ħkobiħkiħus,86v5.28.9
kco8C9,ħkobθi,108r.11.1
kco8ae,ħkobum,66v.2.1
kco8ae,ħkobum,88v.1.1
kco8am,ħkobuŋg,67r1.3rd_ring.26
kco8am,ħkobuŋg,70v2.5th_ring.14
kco8am,ħkobuŋg,95r1.3.1
kco8ay,ħkobus,87r.12.3
kco8ay,ħkobus,96v.6.2
kco8ayo89,ħkobusobi,112v.39.1
kco8ccAy,ħkobkkk's,108r.1.1
kco9,ħkoi,41v.3.11
kcoKc9,ħkojki,96v.4.3
kcoay,ħkous,113v.2.1
kcoe,ħkom,44v.12.2
kcoe,ħkom,48r.5.2
kcoe,ħkom,79r.34.5
kcoe,ħkom,80r.11.7
kcoe,ħkom,80r.15.12
kcoe,ħkom,81v.24.8
kcoe,ħkom,84r.5.4
kcoe,ħkom,88r.9.1
kcoe,ħkom,93v.8.3
kcoe,ħkom,96r.11.1
kcoe,ħkom,101r1-r2.2.21
kcoe,ħkom,101v2-v1.10.1
kcoe,ħkom,107v.5.6
kcoe,ħkom,112v.44.5
kcoe,ħkom,116r.10.12
kcoe29,ħkomši,103r.10.11
kcoes,ħkoml,93r.23.4
kcohc7an,ħkockfurg,111r.44.6
kcokcc9,ħkoħkki,48r.3.3
kcom,ħkoŋg,82r.31.1
kcos,ħkol,72r1.center_ring.7
kcos,ħkol,114r.12.7
kcoy,ħkos,32v.2.9
kcoy,ħkos,42v.13.3
kcoy,ħkos,103v.21.8
kcsam,ħkluŋg,86v5.18.3
kd79,ħtˤfi,114v.40.9
kd89,ħtˤbi,111v.41.4
kd89,ħtˤbi,112v.27.3
kd9,ħtˤi,71v.outer_ring.31
kdAe,ħtˤk'm,101v2-v1.6.1
kdo,ħtˤo,104v.42.7
ke,ħm,80r.42.2
ko,ħo,70v1.outer_ring.17
ko am,ħo uŋg,104r.19.1
ko ay 1oy,ħo us šos,23r.2.1
ko e hd79,ħo m ctˤfi,107v.29.1
ko1$9,ħošli,46v.1.7
ko1A89,ħošk'bi,70r1.2nd_ring.29
ko1c89,ħoškbi,68r3.radial_5.1
ko1c9,ħoški,40v.17.1
ko1co,ħoško,89v1.5.1
ko1co,ħoško,100v.5.1
ko1oN,ħošog,29v.5.1
ko1oe,ħošom,24v.6.1
ko1so,ħošlo,68r1.2.1
ko29,ħoši,42r.3.1
ko2c9,ħoški,54r.8.1
ko2co,ħoško,89v1.9.1
ko3,ħoš,8r.6.1
ko3co,ħoško,66r.20.1
ko79,ħofi,43v.3.1
ko79,ħofi,102v2.4.10
ko7aean,ħofumurg,50r.7.1
ko7am,ħofuŋg,70v2.outer_ring.39
ko7am,ħofuŋg,95r2.3.1
ko7an,ħofurg,95r1.5.3
ko7ay,ħofus,rose.neast_ring.15
ko7ay,ħofus,96r.9.1
ko8,ħob,24r.12.4
